Name,Ticker,Pricing Source,Security Type,Market Sector,BBGID,BBGID Composite,BSID,Unique ID
AMERIGROUP CORP,AGP,UL,Common Stock,Equity,BBG000CPBHC7,BBG000CP95B7,30065367240,EQ0081443200001000
AMERICAN EQUITY INVT LIFE HL,AEL,UL,Common Stock,Equity,BBG000BB6TS2,BBG000BB6H99,30065286224,EQ0081855800001000
QEP RESOURCES INC,QEP,UL,Common Stock,Equity,BBG000BLCW24,BBG000BLCL55,30066241243,EQ0081929500001000
TEXAS CAPITAL BANCSHARES INC,TCBI,UL,Common Stock,Equity,BBG000DN58K9,BBG000DN4ZT1,30065393725,EQ0081938100001000
LIFEPOINT HOSPITALS INC,LPNT,UL,Common Stock,Equity,BBG000BC1GM9,BBG000BC16H7,30065291095,EQ0081965300001000
ONVIA INC,ONVI,UL,Common Stock,Equity,BBG000CD4208,BBG000CD2NS4,30065362720,EQ0081999600001000
ONCOLYTICS BIOTECH INC,ONCY,UL,Common Stock,Equity,BBG000DVTLZ0,BBG000DVS826,30065402815,EQ0082042000001002
UNION DRILLING INC,UDRL,UL,Common Stock,Equity,BBG000DTBYV0,BBG000DT9M76,30065401233,EQ0082053700001000
HAWTHORN BANCSHARES INC,HWBK,UL,Common Stock,Equity,BBG000BHR0L6,BBG000BHQP32,30065313512,EQ0082333600001000
JEFFERIES GROUP INC,JEF,UL,Common Stock,Equity,BBG000BJCNN6,BBG000BJCFP1,30065318223,EQ0082350500001000
CELERA CORP,CRA,UL,Common Stock,Equity,BBG000BB14S2,BBG000BB0T80,30065285163,EQ0082351700001000
ALVARION LTD,ALVR,UL,Common Stock,Equity,BBG000DT8235,BBG000DT6QV3,30065401129,EQ0082352700001001
ARIBA INC,ARBA,UL,Common Stock,Equity,BBG000BG4SJ5,BBG000BG4JL2,30065306722,EQ0082353300001000
PARAMOUNT GOLD AND SILVER,PZG,UL,Common Stock,Equity,BBG000BV8XS7,BBG000BV8NY2,30065346112,EQ0082353700001000
ENCORE CAPITAL GROUP INC,ECPG,UL,Common Stock,Equity,BBG000F37NM4,BBG000F369C7,30065412988,EQ0082355800001000
REYNOLDS AMERICAN INC,RAI,UL,Common Stock,Equity,BBG000BBBCM9,BBG000BBB3K1,30065286844,EQ0082359800001000
SALEM COMMUNICATIONS -CL A,SALM,UL,Common Stock,Equity,BBG000BCTHL8,BBG000BCT6M1,30065296920,EQ0082366600001000
NV ENERGY INC,NVE,UL,Common Stock,Equity,BBG000BBDYT2,BBG000BBDPQ4,30065287061,EQ0082371900001000
SLM CORP,SLM,UL,Common Stock,Equity,BBG000BBD1C2,BBG000BBCQD7,30065286996,EQ0082372200001000
DEVON ENERGY CORPORATION,DVN,UL,Common Stock,Equity,BBG000BBVSJ6,BBG000BBVJZ8,30065289345,EQ0082374800001000
CIRCOR INTERNATIONAL INC,CIR,UL,Common Stock,Equity,BBG000C37YK5,BBG000C37Q68,30065356530,EQ0082385000001000
NUTRISYSTEM INC,NTRI,UL,Common Stock,Equity,BBG000CRTWY7,BBG000CRTLP1,30065368673,EQ0082391300001000
CITIZENS HOLDING COMPANY,CIZN,UL,Common Stock,Equity,BBG000C33VS7,BBG000C33LV5,30065356404,EQ0082392600001000
EDIETS.COM INC,DIET,UL,Common Stock,Equity,BBG000C4HSY0,BBG000C4HJS7,30065358230,EQ0082399400001000
VECTREN CORPORATION,VVC,UL,Common Stock,Equity,BBG000BFK3B2,BBG000BFJSG4,30065302176,EQ0082521900001000
NSTAR,NST,UL,Common Stock,Equity,BBG000C2HNH4,BBG000C2HB99,30065355533,EQ0082524000001000
SIERRA WIRELESS INC,SWIR,UL,Common Stock,Equity,BBG000CMVJ29,BBG000CMV7Q9,30065366399,EQ0082804900001002
NETLOGIC MICROSYSTEMS INC,NETL,UL,Common Stock,Equity,BBG000DD0434,BBG000DCXSR1,30065384009,EQ0083308300001000
RESOURCES CONNECTION INC,RECN,UL,Common Stock,Equity,BBG000BHYWK9,BBG000BHYLP8,30065314940,EQ0083376500001000
THERAVANCE INC,THRX,UL,Common Stock,Equity,BBG000CGC9H9,BBG000CG9XT7,30065363987,EQ0083480100001000
SENOMYX INC,SNMX,UL,Common Stock,Equity,BBG000DFN6Y5,BBG000DFMWX0,30065385668,EQ0083509400001000
ELLIE MAE INC,ELLI,UL,Common Stock,Equity,BBG000D32VG0,BBG000D32LR0,30067518401,EQ0083765200001000
LIVEPERSON INC,LPSN,UL,Common Stock,Equity,BBG000BSV7N0,BBG000BSV0W5,30065344647,EQ0083775700001000
CHINA GENGSHENG MINERALS INC,CHGS,UL,Common Stock,Equity,BBG000BQNHL3,BBG000BQN7W3,30065343370,EQ0083872500001000
PHOENIX COMPANIES INC,PNX,UL,Common Stock,Equity,BBG000DLRT50,BBG000DLQJ35,30065391307,EQ0084079400001000
FINANCIAL INSTITUTIONS INC,FISI,UL,Common Stock,Equity,BBG000BY1VX6,BBG000BY1L13,30065349531,EQ0084231400001000
FLEXIBLE SOLUTIONS INTL INC,FSI,UL,Common Stock,Equity,BBG000CSL8G6,BBG000CSJWC0,30065369498,EQ0084564700001000
MAGMA DESIGN AUTOMATION INC,LAVA,UL,Common Stock,Equity,BBG000CHBNC2,BBG000CH99P2,30065364232,EQ0084741700001000
RADVISION LTD,RVSN,UL,Common Stock,Equity,BBG000CCF1Z2,BBG000CCCNF9,30065362402,EQ0084749000001000
RADWARE LTD,RDWR,UL,Common Stock,Equity,BBG000BKX256,BBG000BKWR89,30065326240,EQ0084790900001000
WEBMEDIABRANDS INC,WEBM,UL,Common Stock,Equity,BBG000BY3099,BBG000BY2PB2,30065349569,EQ0084912400001000
LIFE PARTNERS HOLDINGS INC,LPHI,UL,Common Stock,Equity,BBG000C9W064,BBG000C9TP63,30065361796,EQ0085000700001000
GENERAL MOLY INC,GMO,UL,Common Stock,Equity,BBG000BG9644,BBG000BG8XC7,30065307268,EQ0085043400001000
NOVAMED INC,NOVA,UL,Common Stock,Equity,BBG000BWL618,BBG000BWKXN6,30065347612,EQ0085206200001000
PETROHAWK ENERGY CORP,HK,UL,Common Stock,Equity,BBG000BYRSD7,BBG000BYRCW1,30065350118,EQ0085215200001000
INTERNET GOLD-GOLDEN LINES,IGLD,UL,Common Stock,Equity,BBG000BQ09L6,BBG000BPZX82,30065342904,EQ0085221100001001
ENTERPRISE BANCORP INC,EBTC,UL,Common Stock,Equity,BBG000BLT9W4,BBG000BLT2T3,30065334030,EQ0085307700001000
CHINA AGRITECH INC,CAGC,UL,Common Stock,Equity,BBG000BPMH27,BBG000BPM523,30065342617,EQ0085607500001000
NIC INC,EGOV,UL,Common Stock,Equity,BBG000BVLDH8,BBG000BVL497,30065346416,EQ0086100500001000
MANHATTAN BRIDGE CAPITAL INC,LOAN,UL,Common Stock,Equity,BBG000BVN770,BBG000BVMZD2,30065346496,EQ0086100900001000
AUDIOCODES LTD,AUDC,UL,Common Stock,Equity,BBG000BVWHJ5,BBG000BVW716,30065346789,EQ0086112100001000
MOVE INC,MOVE,UL,Common Stock,Equity,BBG000C0TLZ9,BBG000C0T9T3,30065353384,EQ0086118000001000
GOOGLE INC-CL A,GOOG,UL,Common Stock,Equity,BBG000BHSS98,BBG000BHSKN9,30065314017,EQ0086119600001000
MAJESCO ENTERTAINMENT CO,COOL,UL,Common Stock,Equity,BBG000BK6K38,BBG000BK69X0,30065323140,EQ0086120100001000
RED HAT INC,RHT,UL,Common Stock,Equity,BBG000BWXS26,BBG000BWXL85,30065347963,EQ0086120900001000
QUEST SOFTWARE INC,QSFT,UL,Common Stock,Equity,BBG000BVG590,BBG000BVFVR4,30065346286,EQ0086122700001000
CHINA YIDA HOLDINGS CO,CNYD,UL,Common Stock,Equity,BBG000C5XJP9,BBG000C5W7H5,30065359480,EQ0086123900001000
ID SYSTEMS INC,IDSY,UL,Common Stock,Equity,BBG000BYGG90,BBG000BYG647,30065349721,EQ0086126000001000
PACIFIC MERCANTILE BANCORP,PMBC,UL,Common Stock,Equity,BBG000C11H59,BBG000C117D2,30065353849,EQ0086139900001000
HUDSON CITY BANCORP INC,HCBK,UL,Common Stock,Equity,BBG000BKSVN8,BBG000BKSL41,30065325545,EQ0086143200001000
SILICON IMAGE INC,SIMG,UL,Common Stock,Equity,BBG000BHQKD2,BBG000BHQ7G8,30065313508,EQ0086147000001000
SOUTHERN FIRST BANCSHARES,SFST,UL,Common Stock,Equity,BBG000C0CC50,BBG000C0C4Q5,30065352425,EQ0086148100001000
EVERCORE PARTNERS INC-CL A,EVR,UL,Common Stock,Equity,BBG000BP37Y5,BBG000BP30Y0,30065340742,EQ0086160900001000
CRESCENT FINANCIAL CORP,CRFN,UL,Common Stock,Equity,BBG000BBC473,BBG000BBBTX0,30065286917,EQ0086148600001000
WACCAMAW BANKSHARES INC,WBNK,UL,Common Stock,Equity,BBG000D3ZLF7,BBG000D3Z8P5,30065376343,EQ0086177000001000
FEIHE INTERNATIONAL INC,ADY,UL,Common Stock,Equity,BBG000BWW493,BBG000BWVV21,30065347944,EQ0086210400001000
ON TRACK INNOVATIONS LTD,OTIV,UL,Common Stock,Equity,BBG000CMD6R0,BBG000CM9TJ4,30065366131,EQ0086621100001002
SINA CORP,SINA,UL,Common Stock,Equity,BBG000CK0FZ9,BBG000CJZ2W6,30065365103,EQ0087010400001000
NETFLIX INC,NFLX,UL,Common Stock,Equity,BBG000CLD861,BBG000CL9VN6,30065365569,EQ0087032100001000
DURECT CORPORATION,DRRX,UL,Common Stock,Equity,BBG000D2WZ98,BBG000D2WP45,30065375656,EQ0087146500001000
GEEKNET INC,GKNT,UL,Common Stock,Equity,BBG000C4KX75,BBG000C4KP54,30065358310,EQ0087175500001000
CATALYST HEALTH SOLUTIONS IN,CHSI,UL,Common Stock,Equity,BBG000BHP1L6,BBG000BHNPN3,30065313083,EQ0087178000001000
OMNOVA SOLUTIONS INC,OMN,UL,Common Stock,Equity,BBG000C2FXM8,BBG000C2FN59,30065355412,EQ0087181600001000
SMTC CORPORATION,SMTX,UL,Common Stock,Equity,BBG000CW9CJ9,BBG000CW95S4,30065371166,EQ0087181700001000
POINTS INTERNATIONAL LTD,PCOM,UL,Common Stock,Equity,BBG000F6YSZ2,BBG000F6YK07,30065418310,EQ0087182500001001
BSQUARE CORP,BSQR,UL,Common Stock,Equity,BBG000C1D4M6,BBG000C1CYF9,30065354244,EQ0087187700001000
IMMERSION CORPORATION,IMMR,UL,Common Stock,Equity,BBG000C0ZR25,BBG000C0ZCX4,30065353718,EQ0087192200001000
AGILENT TECHNOLOGIES INC,A,UL,Common Stock,Equity,BBG000C2VDV4,BBG000C2V3D6,30065355957,EQ0087231700001000
SHUTTERFLY INC,SFLY,UL,Common Stock,Equity,BBG000C3D1T1,BBG000C3CT93,30065356691,EQ0087631800001000
AMERICAN REPROGRAPHICS CO,ARC,UL,Common Stock,Equity,BBG000D1GV51,BBG000D1FJT3,30065374596,EQ0087684200001000
CDC CORP-CL A,CHINA,UL,Common Stock,Equity,BBG000BKD0G0,BBG000BKCSX1,30065324192,EQ0087917500001000
MIDWESTONE FINANCIAL GROUP I,MOFG,UL,Common Stock,Equity,BBG000BQW2D5,BBG000BQVV88,30065343466,EQ0088055000001000
HEALTHSTREAM INC,HSTM,UL,Common Stock,Equity,BBG000BVK951,BBG000BVK1D9,30065346369,EQ0088103900001000
SUPPORT.COM INC,SPRT,UL,Common Stock,Equity,BBG000CVV761,BBG000CVSVP1,30065370890,EQ0088157700001000
BROADSOFT INC,BSFT,UL,Common Stock,Equity,BBG000BF7S95,BBG000BF7JN9,30066272095,EQ0088175000001000
KRATOS DEFENSE & SECURITY,KTOS,UL,Common Stock,Equity,BBG000C1HYC7,BBG000C1HQ43,30065354329,EQ0088335800001000
PLUG POWER INC,PLUG,UL,Common Stock,Equity,BBG000C1Y1V9,BBG000C1XSP8,30065354681,EQ0088340800001000
RAINMAKER SYSTEMS INC,RMKR,UL,Common Stock,Equity,BBG000C21LR4,BBG000C219B8,30065354804,EQ0088342000001000
COLLECTORS UNIVERSE,CLCT,UL,Common Stock,Equity,BBG000C222M0,BBG000C21S35,30065354805,EQ0088342100001000
FINISAR CORPORATION,FNSR,UL,Common Stock,Equity,BBG000C26YL7,BBG000C26K28,30065355096,EQ0088345000001000
HARRIS INTERACTIVE INC,HPOL,UL,Common Stock,Equity,BBG000C29PX0,BBG000C29FP1,30065355297,EQ0088346200001000
MANAGEMENT NETWORK GROUP INC,TMNG,UL,Common Stock,Equity,BBG000C2B311,BBG000C29WB9,30065355298,EQ0088346300001000
BGC PARTNERS INC-CL A,BGCP,UL,Common Stock,Equity,BBG000C4N4H5,BBG000C4MWH4,30065358411,EQ0088347700001000
PFSWEB INC,PFSW,UL,Common Stock,Equity,BBG000C2JBQ8,BBG000C2J395,30065355569,EQ0088350900001000
BLUE COAT SYSTEMS INC,BCSI,UL,Common Stock,Equity,BBG000F83TF2,BBG000F83JX4,30065420256,EQ0088352100001000
JACADA LTD,JCDA,UL,Common Stock,Equity,BBG000C31RB6,BBG000C31K94,30065356289,EQ0088352200001001
VALUECLICK INC,VCLK,UL,Common Stock,Equity,BBG000C30H92,BBG000C307N8,30065356199,EQ0088357800001000
CALIPER LIFE SCIENCES INC,CALP,UL,Common Stock,Equity,BBG000C4T8M4,BBG000C4SXT3,30065358651,EQ0088358000001000
MAXYGEN INC,MAXY,UL,Common Stock,Equity,BBG000BB1Z76,BBG000BB1MZ4,30065285214,EQ0088361800001000
WIZZARD SOFTWARE CORP,WZE,UL,Common Stock,Equity,BBG000DD90F0,BBG000DD8LS1,30065384322,EQ0088371000001000
WPCS INTERNATIONAL INC,WPCS,UL,Common Stock,Equity,BBG000F4HYL8,BBG000F4HP82,30065414740,EQ0088375600001000
ASIAINFO-LINKAGE INC,ASIA,UL,Common Stock,Equity,BBG000CDWV30,BBG000CDVHC2,30065362926,EQ0088378800001000
BRUKER CORP,BRKR,UL,Common Stock,Equity,BBG000CL2R98,BBG000CL1FG7,30065365477,EQ0088392900001000
SYCAMORE NETWORKS INC,SCMR,UL,Common Stock,Equity,BBG000C0XVB8,BBG000C0XMN5,30065353563,EQ0089822700001000
BLOUNT INTERNATIONAL INC,BLT,UL,Common Stock,Equity,BBG000C1LM92,BBG000C1L9Y3,30065354373,EQ0089824200001000
UNION BANKSHARES INC /VT,UNB,UL,Common Stock,Equity,BBG000CTRM95,BBG000CTQBQ1,30065370236,EQ0089833500001000
OPEXA THERAPEUTICS INC,OPXA,UL,Common Stock,Equity,BBG000BG5Z71,BBG000BG5S59,30065306852,EQ0089840400001000
NEW DRAGON ASIA CORP,NWD,UL,Common Stock,Equity,BBG000DZVXY3,BBG000DZTMV3,30065408485,EQ0089843400001000
INTELLICHECK MOBILISA INC,IDN,UL,Common Stock,Equity,BBG000C3QJY2,BBG000C3Q7K3,30065357116,EQ0089845700001000
AGENUS INC,AGEN,UL,Common Stock,Equity,BBG000C8V7P1,BBG000C8SWQ9,30065361339,EQ0089867300001000
1-800-FLOWERS.COM INC-CL A,FLWS,UL,Common Stock,Equity,BBG000BBRMF8,BBG000BBR9P6,30065288485,EQ0090040500001000
ADVISORY BOARD CO/THE,ABCO,UL,Common Stock,Equity,BBG000CG2ZG3,BBG000CG1LX6,30065363948,EQ0090123500001000
ALLIANCE DATA SYSTEMS CORP,ADS,UL,Common Stock,Equity,BBG000BFP1F7,BBG000BFNR17,30065302992,EQ0090199800001000
ALLSCRIPTS HEALTHCARE SOLUTI,MDRX,UL,Common Stock,Equity,BBG000BLF6W5,BBG000BLDXH5,30065331289,EQ0090210900001000
AMERICAN MEDICAL SYS HLDGS,AMMD,UL,Common Stock,Equity,BBG000CWGWB5,BBG000CWFL02,30065371264,EQ0090262400001000
WELLPOINT INC,WLP,UL,Common Stock,Equity,BBG000BCGJ56,BBG000BCG930,30065295009,EQ0090311700001000
ASBURY AUTOMOTIVE GROUP,ABG,UL,Common Stock,Equity,BBG000BKF3R0,BBG000BKDWB5,30065324369,EQ0090377900001000
ATP OIL & GAS CORPORATION,ATPG,UL,Common Stock,Equity,BBG000D26MC2,BBG000D258Q9,30065375059,EQ0090429000001000
BEASLEY BROADCAST GRP INC -A,BBGI,UL,Common Stock,Equity,BBG000CB1LV9,BBG000CB07H7,30065361883,EQ0090620500002000
CALAMOS ASSET MANAGEMENT-A,CLMS,UL,Common Stock,Equity,BBG000DKYD95,BBG000DKX0R4,30065390099,EQ0090899800001000
CALIFORNIA PIZZA KITCHEN INC,CPKI,UL,Common Stock,Equity,BBG000CPR2B4,BBG000CPQRL9,30065367455,EQ0090910300001000
CALLIDUS SOFTWARE INC,CALD,UL,Common Stock,Equity,BBG000C18CQ0,BBG000C18424,30065354137,EQ0090913400001000
CAPSTONE TURBINE CORP,CPST,UL,Common Stock,Equity,BBG000BB0NS1,BBG000BB0C78,30065285157,EQ0090962700001000
EON COMMUNICATIONS CORP,EONC,UL,Common Stock,Equity,BBG000BM3N95,BBG000BM3D06,30065335641,EQ0091395200001000
DENDREON CORP,DNDN,UL,Common Stock,Equity,BBG000CFKW72,BBG000CFJL87,30065363405,EQ0091577500001000
DRUGSTORE.COM INC,DSCM,UL,Common Stock,Equity,BBG000BW9X40,BBG000BW9KQ4,30065347204,EQ0091684300001000
DYNAVAX TECHNOLOGIES CORP,DVAX,UL,Common Stock,Equity,BBG000BFXHY2,BBG000BFX694,30065304947,EQ0091708800001000
ENDWAVE CORP,ENWV,UL,Common Stock,Equity,BBG000CVM2C5,BBG000CVKRB3,30065370766,EQ0091804000001000
CERAGON NETWORKS LTD,CRNT,UL,Common Stock,Equity,BBG000D0SST1,BBG000D0SHJ6,30065374122,EQ0092230000001000
GREENHILL & CO INC,GHL,UL,Common Stock,Equity,BBG000C35593,BBG000C34WJ4,30065356485,EQ0092324300001000
INSPIRE PHARMACEUTICALS INC,ISPH,UL,Common Stock,Equity,BBG000CCZYB4,BBG000CCYLJ5,30065362635,EQ0092701700001000
INTERACTIVE INTELLIGENCE INC,ININ,UL,Common Stock,Equity,BBG000C2CS33,BBG000C2CJL3,30065355393,EQ0092727300001000
INTERNAP NETWORK SERVICES,INAP,UL,Common Stock,Equity,BBG000C0KWV8,BBG000C0KNF6,30065353049,EQ0092737200001000
IPASS INC,IPAS,UL,Common Stock,Equity,BBG000CF1705,BBG000CF0XC6,30065362989,EQ0092797100001000
JUNIPER NETWORKS INC,JNPR,UL,Common Stock,Equity,BBG000BY3F69,BBG000BY33P5,30065349570,EQ0092958900001000
KEYNOTE SYSTEMS INC,KEYN,UL,Common Stock,Equity,BBG000BZ9JK6,BBG000BZ97S4,30065350798,EQ0093024900001000
KRISPY KREME DOUGHNUTS INC,KKD,UL,Common Stock,Equity,BBG000CK4MJ8,BBG000CK38G3,30065365125,EQ0093100700001000
LENNOX INTERNATIONAL INC,LII,UL,Common Stock,Equity,BBG000BB5M08,BBG000BB5B84,30065286150,EQ0093206000001000
LIONBRIDGE TECHNOLOGIES INC,LIOX,UL,Common Stock,Equity,BBG000BP7Q51,BBG000BP7GC5,30065341464,EQ0093256500001000
MANULIFE FINANCIAL CORP,MFC,UL,Common Stock,Equity,BBG000C0Q8H1,BBG000C0Q0K4,30065353165,EQ0093389500001001
MARTHA STEWART LIVING-A,MSO,UL,Common Stock,Equity,BBG000BCL0P9,BBG000BCKRR9,30065295798,EQ0093422500001000
NATUS MEDICAL INC,BABY,UL,Common Stock,Equity,BBG000DPZT52,BBG000DPZHS3,30065396718,EQ0093846900001000
NETSCOUT SYSTEMS INC,NTCT,UL,Common Stock,Equity,BBG000C13KN0,BBG000C136Z8,30065353929,EQ0093877300001000
NETWORK ENGINES INC,NEI,UL,Common Stock,Equity,BBG000CVGYJ5,BBG000CVFLJ4,30065370679,EQ0093878500001000
NOVATEL WIRELESS INC,NVTL,UL,Common Stock,Equity,BBG000BD0GM8,BBG000BD05R7,30065297526,EQ0094009900001000
PC-TEL INC,PCTI,UL,Common Stock,Equity,BBG000C0YBR4,BBG000C0Y3B9,30065353607,EQ0094240100001000
PDF SOLUTIONS INC,PDFS,UL,Common Stock,Equity,BBG000CYCV09,BBG000CYCKR4,30065372346,EQ0094242100001000
PERFICIENT INC,PRFT,UL,Common Stock,Equity,BBG000BVXMM9,BBG000BVXFK6,30065346844,EQ0094281900001000
SAVVIS INC,SVVS,UL,Common Stock,Equity,BBG000C3YY89,BBG000C3YLR6,30065357353,EQ0094869200001000
SELECTICA INC,SLTC,UL,Common Stock,Equity,BBG000C4Q1G9,BBG000C4PRF4,30065358529,EQ0094943800001000
SEQUENOM INC,SQNM,UL,Common Stock,Equity,BBG000C49588,BBG000C48W17,30065357881,EQ0094956100001000
BUILDERS FIRSTSOURCE INC,BLDR,UL,Common Stock,Equity,BBG000BKDCC8,BBG000BKD3K9,30065324210,EQ0095288800001000
SYNAPTICS INC,SYNA,UL,Common Stock,Equity,BBG000BQVBS0,BBG000BQV1S2,30065343465,EQ0095380100001000
TESSERA TECHNOLOGIES INC,TSRA,UL,Common Stock,Equity,BBG000D0WTW0,BBG000D0WK22,30065374188,EQ0095471100001000
THESTREET.COM INC,TST,UL,Common Stock,Equity,BBG000BS0MP9,BBG000BS08H9,30065344067,EQ0095499500001000
TIBCO SOFTWARE INC,TIBX,UL,Common Stock,Equity,BBG000BVT4X2,BBG000BVSX05,30065346680,EQ0095521300001000
UNITED THERAPEUTICS CORP,UTHR,UL,Common Stock,Equity,BBG000BV5538,BBG000BV4XJ1,30065345923,EQ0095709100001000
VARIAN SEMICONDUCTOR EQUIP,VSEA,UL,Common Stock,Equity,BBG000BTZBG3,BBG000BTZ1M8,30065345654,EQ0095814600001000
VASCULAR SOLUTIONS INC,VASC,UL,Common Stock,Equity,BBG000BB6BW6,BBG000BB62X5,30065286223,EQ0095816100001000
WORLD WRESTLING ENTERTAIN-A,WWE,UL,Common Stock,Equity,BBG000F5YRY7,BBG000F5YH15,30065416931,EQ0096099400001000
BLACKROCK INC,BLK,UL,Common Stock,Equity,BBG000C2Q440,BBG000C2PW58,30065355821,EQ0096324600001000
CHARLES RIVER LABORATORIES,CRL,UL,Common Stock,Equity,BBG000BG5NB3,BBG000BG5BL8,30065306846,EQ0096361000001000
DTE ENERGY COMPANY,DTE,UL,Common Stock,Equity,BBG000BB2LH5,BBG000BB29X4,30065285363,EQ0096432600001000
NASDAQ OMX GROUP/THE,NDAQ,UL,Common Stock,Equity,BBG000F5YB45,BBG000F5VVB6,30065416899,EQ0096674500001000
PACKAGING CORP OF AMERICA,PKG,UL,Common Stock,Equity,BBG000BB92V4,BBG000BB8SW7,30065286679,EQ0096717600001000
WEIGHT WATCHERS INTL INC,WTW,UL,Common Stock,Equity,BBG000DY6KD5,BBG000DY6735,30065405789,EQ0096897500001000
BABCOCK & WILCOX CO/THE,BWC,UL,Common Stock,Equity,BBG000D86PJ5,BBG000D86F25,30066312930,EQ0097099300001000
BLACKBOARD INC,BBBB,UL,Common Stock,Equity,BBG000CGMFX6,BBG000CGL2J2,30065364048,EQ0097190100001000
INFINITY PHARMACEUTICALS INC,INFI,UL,Common Stock,Equity,BBG000CN4206,BBG000CN3TG1,30065366621,EQ0097401800001000
GAIAM INC-CLASS A,GAIA,UL,Common Stock,Equity,BBG000C00YJ0,BBG000C00PJ9,30065351828,EQ0097546100001000
LABRANCHE & CO INC,LAB,UL,Common Stock,Equity,BBG000BB4MJ9,BBG000BB4B03,30065286109,EQ0097730900001000
ZHONE TECHNOLOGIES INC,ZHNE,UL,Common Stock,Equity,BBG000BHF529,BBG000BHDXR3,30065309526,EQ0098174400001000
WEBSENSE INC,WBSN,UL,Common Stock,Equity,BBG000C8C0J4,BBG000C89PP6,30065361120,EQ0099563400001000
ENTEGRIS INC,ENTG,UL,Common Stock,Equity,BBG000CTVCX5,BBG000CTV4N4,30065370274,EQ0099574400001000
LOOPNET INC,LOOP,UL,Common Stock,Equity,BBG000DHSM35,BBG000DHR9M4,30065388162,EQ0099659300001000
RIGHTNOW TECHNOLOGIES INC,RNOW,UL,Common Stock,Equity,BBG000CBMKK0,BBG000CBL8C7,30065362111,EQ0099765700001000
MARKETAXESS HOLDINGS INC,MKTX,UL,Common Stock,Equity,BBG000BJC6Z0,BBG000BJBZ23,30065318167,EQ0099889500001000
JACKSONVILLE BANCORP INC FL,JAXB,UL,Common Stock,Equity,BBG000BLJ6D2,BBG000BLHSJ0,30065354969,EQ0108428200001000
SALESFORCE.COM INC,CRM,UL,Common Stock,Equity,BBG000BN2MP8,BBG000BN2DC2,30065358586,EQ0108460500001000
TELEDYNE TECHNOLOGIES INC,TDY,UL,Common Stock,Equity,BBG000BMTN24,BBG000BMT9T6,30065357968,EQ0109419800001000
CAMTEK LTD,CAMT,UL,Common Stock,Equity,BBG000BJ4VL9,BBG000BJ4M84,30065336159,EQ0109459100001000
GIGAMEDIA LTD,GIGM,UL,Common Stock,Equity,BBG000BQH9M7,BBG000BQGYG0,30065362178,EQ0113300800001000
ARRAY BIOPHARMA INC,ARRY,UL,Common Stock,Equity,BBG000C534T1,BBG000C52TW3,30065374964,EQ0113367300001000
SABA SOFTWARE INC,SABA,UL,Common Stock,Equity,BBG000BPP6S0,BBG000BPNVS7,30065361213,EQ0113390800001000
COMPUGEN LTD,CGEN,UL,Common Stock,Equity,BBG000B9ZVY3,BBG000B9ZLB0,30065285017,EQ0113421300001000
IGO INC,IGOI,UL,Common Stock,Equity,BBG000BB3RK7,BBG000BB3GX7,30065285519,EQ0113570700001000
WINDSTREAM CORP,WIN,UL,Common Stock,Equity,BBG000BFJG98,BBG000BFJ645,30065318992,EQ0113583000001000
ENTERPRISE FINANCIAL SERVICE,EFSC,UL,Common Stock,Equity,BBG000DZQF69,BBG000DZN289,30065413911,EQ0115030700001000
RODMAN & RENSHAW CAPITAL GRP,RODM,UL,Common Stock,Equity,BBG000C1ZNS4,BBG000C1ZFL8,30065372143,EQ0115900500001000
KIT DIGITAL INC,KITD,UL,Common Stock,Equity,BBG000BVB167,BBG000BV9SD3,30065366463,EQ0116709900001000
CHINA TRANSINFO TECHNOLOGY,CTFO,UL,Common Stock,Equity,BBG000BZBDR9,BBG000BZB5S5,30065369850,EQ0116896600001000
JANUS CAPITAL GROUP INC,JNS,UL,Common Stock,Equity,BBG000BYDGR3,BBG000BYD720,30065369007,EQ0117306400001000
MUTUALFIRST FINANCIAL INC,MFSF,UL,Common Stock,Equity,BBG000BNBRG7,BBG000BNBC52,30065359136,EQ0117367300001000
KNOT INC/THE,KNOT,UL,Common Stock,Equity,BBG000BF0LN1,BBG000BF09L0,30065315000,EQ0117370200001000
IVAX DIAGNOSTICS INC,IVD,UL,Common Stock,Equity,BBG000D45251,BBG000D44SR1,30065387509,EQ0117406700001000
OHIO LEGACY CORP,OLCB,UL,Common Stock,Equity,BBG000BQ3R42,BBG000BQ3GV6,30065361728,EQ0117420200001000
OILSANDS QUEST INC,BQI,UL,Common Stock,Equity,BBG000F9F729,BBG000F9CW63,30065420138,EQ0117426600001000
ENERGIZER HOLDINGS INC,ENR,UL,Common Stock,Equity,BBG000BRWFY1,BBG000BRW644,30065363929,EQ0117429000001000
KNOLOGY INC,KNOL,UL,Common Stock,Equity,BBG000BN7115,BBG000BN6SY1,30065358884,EQ0117431300001000
ELOYALTY CORP,ELOY,UL,Common Stock,Equity,BBG000BQCNL2,BBG000BQCDG0,30065362020,EQ0117471900001000
SKYSTAR BIO-PHARMACEUTICAL,SKBI,UL,Common Stock,Equity,BBG000BGLD81,BBG000BGKYW9,30065324274,EQ0117506500001000
METLIFE INC,MET,UL,Common Stock,Equity,BBG000BB6VQ9,BBG000BB6KF5,30065286267,EQ0117522300001000
COMMERCEFIRST BANCORP,CMFB,UL,Common Stock,Equity,BBG000C44PL4,BBG000C44H50,30065374261,EQ0117535000001000
